iso3_code,year,value,unit,entity_name,share
,2022,7917989119783.777,USD constant (2022),High income,80.48357312010391
,2022,25444073008.487858,USD constant (2022),Low income,0.2586300485479597
,2022,283779036089.46576,USD constant (2022),Lower middle income,2.8845140420807778
,2022,1610806652272.975,USD constant (2022),Upper middle income,16.37328278926734
